mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1
-0.4164956,-6.251259,0,0,1.9588974,5.835619
-0.26058152,-6.8913465,0,0,2.5964508,7.5305715
-0.21413998,-7.215543,0,0,2.0218568,6.1741204
-0.7358573,-5.287117,0,0,2.3812244,6.402685
-0.25677225,-7.236993,0,0,2.5321517,7.1319447
-0.5281828,-5.7968855,0,0,2.2998235,6.359215
-0.33217588,-6.631685,0,0,2.5233638,7.024108
-1.3766963,-3.88931,0,0,1.4978225,5.394391
-0.23041205,-7.1548166,0,0,2.5378604,6.967524
-0.50126725,-5.285798,0,0,2.0868936,6.019492
-0.32508147,-6.9235272,0,0,2.5715601,6.5489154
-0.5865949,-5.4703274,0,0,2.3379412,6.5083284
-0.52340966,-6.125083,0,0,2.0751452,6.141871
-0.3075603,-6.6344414,0,0,2.5863616,7.3078194
-0.31932762,-6.554613,0,0,2.4758573,6.758257
-0.27009705,-6.8423986,0,0,2.3702488,6.5121984
-0.37598255,-6.3159447,0,0,2.5208218,6.843741
-0.49043205,-6.3478994,0,0,2.3147209,6.4197865
-0.25989136,-6.97437,0,0,2.5664964,7.425742
-0.30955485,-6.951647,0,0,2.571929,6.6468253
-0.36198357,-6.2496233,0,0,2.5084324,6.9776297
-0.28354004,-7.1317835,0,0,2.4821224,6.6160045
-0.27950564,-7.0890875,0,0,2.5532556,7.065119
-1.4337413,-3.4540854,0,0,1.7045422,5.5499687
-0.28600243,-6.5213537,0,0,2.3481092,6.488033
-0.300157,-6.857561,0,0,2.5863736,7.110102
-0.77725965,-5.042926,0,0,2.359725,6.4714465
-0.3272964,-6.744837,0,0,2.5022342,6.7009873
-0.24693954,-6.9325395,0,0,2.56812,7.523882
-0.3705633,-6.632085,0,0,2.5328429,6.90283
-0.35493258,-6.725209,0,0,2.3942626,6.5453105
-0.34515157,-6.6886005,0,0,2.5485103,7.161703
-0.26460806,-7.2529173,0,0,2.4272075,6.6012244
-0.3956149,-6.4466105,0,0,2.4959059,6.850865
-0.272176,-7.012904,0,0,2.570881,7.271899
-0.6150816,-5.45028,0,0,2.1512122,6.1439157
-0.22495823,-7.19442,0,0,2.3115535,6.3695827
-0.2783275,-6.939598,0,0,2.5755155,7.215553
-0.3156462,-6.7226315,0,0,2.4850283,6.850185
-0.2742165,-7.006012,0,0,2.5775774,7.386053
-0.29729685,-6.594226,0,0,2.5998778,7.4507895
-0.27750984,-6.7500734,0,0,2.594052,7.3615847
-0.8442133,-4.527701,0,0,2.4739685,6.8251886
-0.8074196,-4.840808,0,0,2.0220382,5.9428506
-0.38563445,-6.042124,0,0,2.5248737,7.1726723
-0.41038993,-6.311711,0,0,2.5488353,7.045004
-0.3150685,-6.599207,0,0,2.505827,6.952589
-0.265049,-6.8613033,0,0,2.467319,6.6812553
-0.28003898,-7.0012693,0,0,2.5649517,7.0729456
-0.6072224,-5.5310774,0,0,2.2833521,6.3338747
-0.31482938,-7.0027676,0,0,1.9051893,5.9046702
-0.31803182,-6.7042513,0,0,2.418523,6.365223
-0.4261537,-6.4440756,0,0,2.4026866,6.624199
-0.38181666,-6.4414473,0,0,2.425738,6.687191
-0.49790052,-6.0444736,0,0,2.3231087,6.4066963
-0.98252755,-4.519128,0,0,2.3077753,6.3221765
-0.28618982,-7.191745,0,0,2.1531615,6.1713276
-0.296428,-6.90597,0,0,2.5638173,6.939672
-0.21656851,-7.6415453,0,0,2.4255886,6.3614745
-0.31452742,-7.1645546,0,0,2.027182,6.0489244
-0.29059836,-6.9127426,0,0,2.5697544,7.214775
-0.26546392,-6.894059,0,0,2.5988295,7.361154
-1.4013813,-3.2478342,0,0,1.9820371,5.901111
-0.29369763,-7.17356,0,0,2.163321,6.05898
-0.5112639,-6.0032606,0,0,2.401549,6.256739
-0.3210869,-6.7085505,0,0,2.4776983,6.7992043
-0.34517458,-6.8834987,0,0,2.3404772,6.49937
-0.75229865,-4.5424733,0,0,2.212145,6.1717296
-0.44537476,-6.201429,0,0,2.363661,6.3040924
-0.2995743,-6.75681,0,0,2.5601315,7.294935
-0.26805738,-6.8266764,0,0,2.432812,6.688614
-0.75161225,-4.881811,0,0,2.4035716,6.6455474
-0.4569209,-6.1150827,0,0,2.4266047,6.7221684
-0.294068,-6.4901695,0,0,2.6083755,7.4937687
-0.49603108,-5.600423,0,0,2.4979172,6.8089
-0.7940348,-5.2531443,0,0,1.7517765,5.6463966
-0.33533433,-6.485838,0,0,2.446739,6.480579
-0.57829744,-5.8653917,0,0,1.918412,5.8108277
-0.29993704,-6.975773,0,0,2.4204319,6.5059605
-1.0841434,-4.3272066,0,0,1.8177569,5.7248964
-0.6169537,-5.4052362,0,0,2.2617104,6.379373
-0.61817247,-5.6861973,0,0,2.3332639,6.6364355
-0.40781,-6.6144733,0,0,2.3916593,6.4867525
-0.3103216,-6.9504957,0,0,2.081841,6.2454767
-0.29825225,-6.8369493,0,0,2.5741856,7.191286
-0.18692617,-7.0769815,0,0,2.3818593,6.490801
-0.26519746,-6.8881946,0,0,2.6056643,7.482134
-0.33161297,-6.6451583,0,0,2.545574,7.1172223
-0.7541731,-4.904126,0,0,2.1147482,6.146208
-0.87336904,-4.76357,0,0,2.1089606,6.0691495
-0.27604607,-6.4604445,0,0,2.4784002,6.7624197
-0.43796983,-5.9440928,0,0,2.551502,7.1398783
-0.2773181,-6.725668,0,0,2.605151,7.4767957
-0.30876806,-7.1342087,0,0,2.3727016,6.5527215
-1.036164,-4.952216,0,0,1.990932,5.903656
-0.9909757,-4.5509233,0,0,2.1417027,6.1394873
-0.5090464,-6.2331586,0,0,2.2179353,6.1637673
-0.8584574,-4.630662,0,0,2.188106,6.184228
-0.26311553,-6.9334836,0,0,2.581321,7.491368
-0.5526193,-5.6287956,0,0,2.4942925,6.862095
-0.29741457,-7.0112634,0,0,2.5636559,7.015936
-0.46380046,-5.903754,0,0,2.489927,6.848916
-0.5981906,-5.8489923,0,0,2.33891,6.421364
-0.9542807,-4.755084,0,0,2.0105193,5.9805837
-0.32159904,-6.81563,0,0,2.4444633,6.549106
-0.31338766,-6.4008446,0,0,2.3946145,6.579714
-0.36017302,-6.4037657,0,0,2.2543242,6.3414245
-0.23473005,-6.5920744,0,0,2.1501935,6.095142
-0.33362582,-6.752425,0,0,2.4447308,6.6440635
-0.286871,-6.8925414,0,0,2.4390519,6.655058
-0.48796394,-5.856362,0,0,2.555016,7.1020384
-0.25406244,-6.9402866,0,0,2.6066751,7.5392103
-1.5333307,-3.0975351,0,0,1.9642348,5.9045115
-0.29194036,-6.92097,0,0,2.5407312,7.092742
-0.2512497,-6.84479,0,0,2.6047323,7.565984
-0.4081979,-6.2688446,0,0,2.5392752,7.037874
-0.7332595,-5.072015,0,0,2.1936297,6.1858764
-0.27282485,-7.0935683,0,0,2.5972471,7.2771773
-0.6265488,-5.2445583,0,0,2.474259,6.7301197
-0.35592857,-6.56968,0,0,2.5127122,6.927626
-0.27148542,-7.1114745,0,0,2.5566773,6.993976
-0.37836054,-6.300397,0,0,2.2128246,6.223705
-0.55582744,-5.6933928,0,0,2.3872042,6.630248
-0.28041866,-6.9312983,0,0,2.55228,7.277521
-0.29456127,-6.64914,0,0,2.5976465,7.4647636
-0.2814882,-6.972536,0,0,2.245828,6.320586
-0.7325037,-5.2990866,0,0,2.4044087,6.6392984
-0.5969985,-5.942252,0,0,2.3473084,6.4755373
-0.24101524,-7.0983243,0,0,2.5643637,7.107581
-0.5551012,-5.502692,0,0,2.1133585,6.0407124
-0.88209325,-4.98071,0,0,1.8639913,5.72188
-0.27588442,-6.797826,0,0,2.0524085,6.0642986
-0.46869114,-5.906598,0,0,2.2040634,6.222714
-0.6459206,-5.718088,0,0,2.4142704,6.6836023
-0.36513212,-6.4045525,0,0,2.3625255,6.506639
-0.598574,-5.8184967,0,0,2.4331057,6.540428
-0.46007589,-6.1545887,0,0,2.3742561,6.5461073
-0.24096756,-7.1305923,0,0,2.1929026,6.1802444
-0.47337106,-5.9249725,0,0,2.4668229,6.7157793
-0.38665202,-6.62901,0,0,1.8493509,5.938031
-0.54621965,-5.989066,0,0,2.1065135,6.073023
-0.45500258,-6.3013124,0,0,2.168888,6.066842
-0.19217615,-7.2219725,0,0,2.2615626,6.332676
-0.23954727,-7.052045,0,0,2.553438,6.999013
-0.29550055,-6.4378157,0,0,2.0704014,6.076731
-0.3255668,-6.9787054,0,0,2.3720505,6.4033747
-0.2467814,-7.1737795,0,0,2.1940382,6.110968
-0.30799618,-6.827242,0,0,2.5583794,7.064488
-0.43071583,-5.9535236,0,0,2.3373744,6.466525
-0.39990643,-6.131201,0,0,2.4080346,6.610425
-0.3535469,-6.322219,0,0,2.1467662,6.1723094
-0.426523,-6.070074,0,0,2.429518,6.7267876
-0.35155198,-6.3308134,0,0,2.5769503,7.291411
-0.33836308,-6.43256,0,0,2.5171535,6.9932156
-0.3676894,-6.255218,0,0,2.4978943,6.813052
-0.38204136,-6.480444,0,0,2.5143979,6.884014
-0.37410143,-6.5335684,0,0,2.3772974,6.5464406
-0.318491,-6.543398,0,0,2.533068,6.8627787
-0.18694548,-7.243786,0,0,2.513152,6.9148793
-0.23284905,-7.0922236,0,0,2.597617,7.4356923
-0.33913592,-6.6844735,0,0,2.4961884,6.833699
-0.53127176,-5.580266,0,0,2.284644,6.331667
-0.27178743,-7.063427,0,0,2.5869112,7.12177
-0.35081938,-6.2764864,0,0,2.0638752,6.0255203
-0.33436325,-6.734705,0,0,2.3510413,6.3905344
-0.46732548,-6.0487776,0,0,2.3956707,6.5789666
-0.62453705,-5.4835215,0,0,2.5144315,6.9242864
-1.2024667,-3.6691713,0,0,2.1861348,6.19681
-0.62246877,-5.341091,0,0,2.3247008,6.4393225
-0.2891896,-6.685897,0,0,2.2677455,6.30523
-0.4955819,-5.616782,0,0,2.494412,6.822069
-0.34368852,-6.554927,0,0,2.5262396,6.825878
-0.36969045,-6.6598024,0,0,1.9726772,5.9709597
-0.7835558,-4.706994,0,0,1.6737217,5.5088825
-0.31409314,-6.721283,0,0,2.5759225,7.2157154
-0.26392934,-6.8515444,0,0,2.5798242,7.2268066
-0.5130175,-5.919648,0,0,1.9353321,5.816099
-0.46045354,-6.1197996,0,0,2.519639,6.9880795
-0.6324728,-5.3929605,0,0,2.361058,6.4531946
-0.44718602,-6.3176985,0,0,2.3978496,6.6309824
-0.2850459,-6.39223,0,0,2.4255238,6.6172104
-0.38296822,-6.369569,0,0,2.319359,6.4458847
-0.05186919,-7.2483644,0,0,2.3349628,6.40982
-0.25568318,-6.934953,0,0,2.6027412,7.559847
-0.28617665,-6.856631,0,0,2.587306,7.356777
-1.2013395,-4.3514795,0,0,1.9062364,5.728447
-0.061537065,-7.5123863,0,0,2.394627,6.503496
-0.36653212,-6.1339884,0,0,2.1442363,6.079625
-0.31397364,-6.8660865,0,0,2.582096,6.992839
-0.3650606,-6.4317713,0,0,2.5752738,7.170995
-0.63395435,-5.4598417,0,0,2.344786,6.4914455
-0.2973664,-7.1307497,0,0,2.546964,6.8793983
-0.3443756,-6.277315,0,0,2.5850785,7.3203773
-0.35821655,-6.45562,0,0,2.5373032,6.9349623
-0.3447807,-6.4382105,0,0,2.309331,6.404557
-0.22641735,-6.826579,0,0,2.449573,6.692253
-0.27296808,-6.825526,0,0,2.078632,6.026442
-0.2933841,-7.0549135,0,0,2.3323429,6.4461126
-0.25520447,-6.864936,0,0,2.5773678,7.317893
-0.45996216,-5.9614563,0,0,2.5144134,6.944967
-0.71534044,-5.3216066,0,0,2.3637393,6.3317194
-0.8849543,-4.684018,0,0,2.1863375,6.1956153
-0.4508913,-5.9286737,0,0,2.184168,6.1366487
-0.22806625,-6.907216,0,0,2.2801087,6.2202706
-0.31766915,-6.4767666,0,0,2.578397,7.3618584
-0.27175847,-7.1560345,0,0,2.4797766,6.8552356
-0.46010235,-5.961192,0,0,2.3815777,6.5111246
-0.83032376,-4.9808054,0,0,2.3841808,6.5085764
-0.35774186,-6.3857403,0,0,2.5346696,7.0849133
-0.6678441,-5.2707834,0,0,2.368117,6.4837384
-1.4916046,-3.1450834,0,0,1.6151636,5.48585
-0.24240337,-7.2014227,0,0,2.577267,7.3767385
-0.34256938,-6.64151,0,0,2.51261,6.868059
-0.36044362,-6.8906984,0,0,2.393155,6.5964603
-0.3164623,-6.6847773,0,0,1.9092925,5.84933
-0.355593,-6.228237,0,0,2.5411274,7.1049557
-0.56430846,-5.639868,0,0,2.445061,6.6018677
-0.44754282,-5.955638,0,0,2.5415666,7.1293445
-0.2863653,-6.8169436,0,0,2.557429,7.0900297
-0.28257826,-6.4716253,0,0,1.975184,5.827744
-0.6634415,-5.346156,0,0,2.136383,6.138953
-0.07385615,-7.562333,0,0,2.4870389,6.862959
-0.56268483,-6.0350122,0,0,2.3197157,6.3526373
-0.30574968,-6.4790287,0,0,2.4233716,6.336857
-0.4528115,-6.1611357,0,0,2.4987059,6.8520765
-0.4074445,-5.8636804,0,0,2.4503276,6.758901
-0.27025643,-6.768163,0,0,2.603179,7.467719
-0.5957511,-6.035474,0,0,2.1731977,6.143181
-0.2828425,-7.0136557,0,0,2.5843744,7.075768
-0.3308622,-6.7491465,0,0,2.4650338,6.4612436
-0.25140265,-6.9341955,0,0,2.6077502,7.5690794
-0.27481386,-6.9871655,0,0,2.517131,7.5051823
-0.78051645,-4.530181,0,0,1.9886162,5.9162607
-0.7894247,-5.2806444,0,0,2.1976917,6.253298
-0.3326089,-6.643424,0,0,2.5829387,7.313538
-0.27173784,-7.124613,0,0,2.1523755,6.2277827
-0.64345056,-5.2534723,0,0,2.290446,6.342311
-0.35477617,-6.5768843,0,0,2.5081208,6.9041147
-0.28744602,-6.927901,0,0,2.591153,7.0362353
-0.6430691,-5.177852,0,0,2.4523292,6.712335
-0.26072133,-6.7937264,0,0,2.6075842,7.524626
-0.340184,-6.7213297,0,0,2.3108253,6.4901967
-0.323467,-6.5749035,0,0,2.4876096,6.894214
-1.076256,-4.211358,0,0,2.2982895,6.405137
-0.7561701,-4.2279596,0,0,2.1966138,6.2256966
-0.21456604,-6.9184217,0,0,2.1296735,6.0965924
-0.2658415,-6.949246,0,0,2.5939357,7.4427524
-0.33269885,-6.615631,0,0,2.4883065,7.0071893
-0.90881234,-4.040639,0,0,2.1472876,6.1005607
-0.3174074,-6.3269224,0,0,2.2525249,6.3209105
-0.31135872,-6.474,0,0,2.337616,6.427927
-0.3147131,-6.606231,0,0,2.579305,7.2001176
-0.2852327,-6.756532,0,0,2.5312703,6.869294
-0.85115224,-4.6661158,0,0,2.2313778,6.3141346
-0.42608503,-6.038438,0,0,2.5501177,7.038082
-0.40239206,-6.472254,0,0,2.5051737,6.7800703
-0.22155981,-6.9512186,0,0,2.3172681,6.4619308
-0.74147207,-4.630067,0,0,2.4000595,6.5823784
-0.28576544,-7.2981997,0,0,2.4480312,6.6665225
-0.34209898,-6.890959,0,0,2.4653242,6.5497346
-0.2765434,-7.1682806,0,0,2.1025062,5.938124
-0.27418366,-6.982945,0,0,2.5628958,7.410142
-0.16770582,-7.343004,0,0,1.9604578,6.089877
-0.24692807,-6.934633,0,0,2.6088867,7.5789213
-0.3699551,-6.6202145,0,0,2.4113472,6.717266
-0.5159109,-5.7598257,0,0,2.4029508,6.607273
-0.36381415,-6.6678286,0,0,2.2307723,6.2384796
-0.33943513,-6.951602,0,0,2.4515777,6.6291494
-0.31125376,-6.580325,0,0,2.5933657,7.406267
-0.22745495,-6.978799,0,0,1.9630492,5.7837257
-0.36306503,-6.585136,0,0,2.5461843,7.1831017
-0.2775782,-6.8425035,0,0,2.593537,7.2936454
-0.38827398,-6.4983625,0,0,2.3342452,6.421695
-0.4658077,-6.308958,0,0,2.4103136,6.6293397
-0.2870016,-6.963416,0,0,2.492555,7.1841936
-0.38205984,-6.5179653,0,0,2.526035,6.9461603
-0.4805725,-5.7803755,0,0,2.2379603,6.142285
-0.4370506,-6.0546923,0,0,2.4164624,6.6378927
-0.48039606,-6.039136,0,0,2.3591576,6.5145197
-0.5334042,-5.7824373,0,0,2.1158113,6.167446
-0.47762993,-6.218543,0,0,2.2730706,6.487941
-0.44793013,-5.95413,0,0,2.5207658,6.981042
-0.24432926,-6.9030333,0,0,2.345096,6.3729105
-0.29055253,-6.8017635,0,0,2.5632799,7.078072
-0.35426238,-6.714712,0,0,2.4317713,6.7656813
-0.5031126,-5.860667,0,0,2.372138,6.5150023
-0.8068903,-5.2445765,0,0,2.101243,6.046508
-0.55954057,-5.7596617,0,0,2.3610282,6.520297
-0.6399687,-5.416913,0,0,1.9793973,5.9088225
-0.38251474,-6.2073402,0,0,2.4075916,6.5886726
-0.30795595,-6.9130583,0,0,2.5206444,7.0708766
-1.1305778,-4.151126,0,0,2.329559,6.4839864
-0.5881298,-5.399581,0,0,2.3152282,6.468748
-0.27203682,-7.0610723,0,0,2.3647602,6.4065065
-0.2992814,-6.7896595,0,0,2.4115894,6.6919026
-0.5197373,-5.773617,0,0,2.3989618,6.5206394
-0.9448269,-4.992282,0,0,1.8756051,5.7810154
-0.24452524,-6.9338255,0,0,2.3429887,6.3571525
-0.29465848,-7.0293627,0,0,2.5321443,7.0929003
-0.26329663,-7.324844,0,0,2.1922412,6.459461
-0.27738103,-6.7950916,0,0,2.5814168,7.395821
-0.25561088,-6.943935,0,0,2.5519755,7.45843
-0.22363327,-7.2192864,0,0,2.5451915,6.898497
-0.92250806,-4.373412,0,0,2.3218632,6.4614015
-0.40571573,-5.732669,0,0,1.8528411,5.730379
-1.0306814,-4.655656,0,0,2.0501,5.9988394
-0.70484,-5.464776,0,0,2.321481,6.4936066
-0.2731505,-6.9300327,0,0,2.5652204,7.4393787
-0.26928043,-7.112749,0,0,2.5890393,7.13879
-0.4935756,-6.021118,0,0,2.475792,6.583216
-0.44200256,-6.321967,0,0,1.7341998,5.7523937
-0.25198188,-6.9309306,0,0,2.603531,7.5717235
