mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-0.37483624,-6.4531126,0,0,0.69161654,7.125598,0.9977147,0.0022853483,0.00013632218,0.00013632065
-0.37483624,-6.4531126,0,0,0.6916165,7.1274347,0.9977154,0.0022845697,7.391073e-05,7.391298e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1265798,0.9977164,0.0022836933,6.765191e-05,6.764991e-05
-0.37483624,-6.4531126,0,0,0.6916165,7.1259675,0.9977164,0.00228361,7.17749e-05,7.1777904e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281824,0.9977123,0.0022876936,1.8242556e-05,1.824308e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.127855,0.99770916,0.0022908165,0.0001797246,0.0001797294
-0.37483624,-6.4531126,0,0,0.69161654,7.1281395,0.99771327,0.002286669,4.6743393e-05,4.6744924e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.126766,0.99771464,0.0022854118,3.175532e-05,3.1755142e-05
-0.37483624,-6.4531126,0,0,0.6916165,7.128016,0.9977058,0.0022941043,0.00011079815,0.000110798755
-0.37483624,-6.4531126,0,0,0.69161654,7.1281853,0.9977134,0.0022865543,7.0439714e-06,7.0415545e-06
-0.37483624,-6.4531126,0,0,0.69161654,7.1281776,0.9977136,0.0022863569,2.1855958e-05,2.185617e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.12782,0.99771225,0.0022877585,8.298916e-05,8.298894e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281743,0.9977136,0.0022864027,9.16446e-06,9.160048e-06
-0.37483624,-6.4531126,0,0,0.69161654,7.1241856,0.9977088,0.002291186,0.00016874706,0.00016874554
-0.37483624,-6.4531126,0,0,0.69161654,7.127961,0.9977139,0.002286121,4.5155695e-05,4.5157532e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.12263,0.9977045,0.0022955143,0.000119260076,0.00011926022
-0.37483624,-6.4531126,0,0,0.69161654,7.118893,0.99771446,0.0022856111,2.6710506e-05,2.6712709e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.127951,0.99771297,0.002287055,4.0857045e-05,4.0859068e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1278505,0.99771285,0.0022870586,4.032984e-05,4.033211e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.128181,0.9977119,0.002288048,2.8102268e-05,2.810136e-05
-0.37483624,-6.4531126,0,0,0.6916165,7.1252227,0.99771523,0.0022847827,0.00012145998,0.00012146061
-0.37483624,-6.4531126,0,0,0.69161654,7.1279554,0.9977144,0.0022856223,6.959649e-05,6.959475e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1277237,0.997712,0.0022879504,2.900953e-05,2.9007428e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281857,0.997713,0.0022870991,7.0554165e-06,7.054463e-06
-0.37483624,-6.4531126,0,0,0.69161654,7.127738,0.99771327,0.0022866484,2.3129207e-05,2.3131135e-05
-0.37483624,-6.4531126,0,0,0.69161636,7.128022,0.9977121,0.0022879222,1.9078509e-05,1.9078498e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281853,0.9977104,0.0022896565,6.680389e-05,6.680629e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1257143,0.99770766,0.002292467,0.000104822204,0.0001048215
-0.37483624,-6.4531126,0,0,0.69161654,7.128135,0.99769324,0.0023066914,0.00025109173,0.00025109336
-0.37483624,-6.4531126,0,0,0.69161654,7.128124,0.99771106,0.0022889585,5.836051e-05,5.8361213e-05
-0.37483624,-6.4531126,0,0,0.6916164,7.1276436,0.9977118,0.002288199,1.8895922e-05,1.889529e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1248617,0.99771094,0.0022890319,0.00020984045,0.00020984146
-0.37483624,-6.4531126,0,0,0.69161654,7.1280746,0.9977118,0.0022881795,4.4116714e-05,4.411732e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1278715,0.9977115,0.0022885564,4.8369424e-05,4.837314e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281915,0.9977106,0.0022893865,6.169949e-05,6.1699764e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1271753,0.99771553,0.0022844658,6.695149e-05,6.69495e-05
-0.37483624,-6.4531126,0,0,0.69161636,7.126507,0.99770945,0.002290564,7.535287e-05,7.535304e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281867,0.9977127,0.0022873238,0.00014373707,0.00014373582
-0.37483624,-6.4531126,0,0,0.69161654,7.1281543,0.99770904,0.002290879,8.184019e-05,8.183775e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281643,0.99771374,0.0022862633,2.0558427e-05,2.0557358e-05
-0.37483624,-6.4531126,0,0,0.6916165,7.125354,0.99771446,0.0022854984,7.963094e-05,7.963018e-05
-0.37483624,-6.4531126,0,0,0.6916165,7.128188,0.99771374,0.0022862619,8.86191e-05,8.8619876e-05
-0.37483624,-6.4531126,0,0,0.6916164,7.1267595,0.9977112,0.0022887914,3.519294e-05,3.519375e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.124127,0.99771714,0.0022829762,0.00013001513,0.0001300157
-0.37483624,-6.4531126,0,0,0.69161654,7.126071,0.99771506,0.0022850535,3.3530076e-05,3.3530858e-05
-0.37483624,-6.4531126,0,0,0.69161654,7.1281805,0.99770844,0.0022915762,0.000100543264,0.00010054558
-0.37483624,-6.4531126,0,0,0.69161654,7.1281066,0.9977128,0.0022872377,0.00010069195,0.000100693585
