mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-1.0054126,-4.230644,0,0,3.5054593,11.177288,0.9072438,0.09275622,0.14505316,0.14505316
-0.9505291,-4.230625,0,0,3.556826,11.177265,0.87727356,0.122726485,0.1775735,0.1775735
-1.2691255,-4.231374,0,0,3.5964618,11.17815,0.8496624,0.15033756,0.2126919,0.2126919
-1.0633626,-4.231374,0,0,3.7142615,11.17815,0.8612965,0.13870354,0.20260191,0.20260191
-0.99045944,-4.231374,0,0,3.6811938,11.17815,0.8927051,0.10729489,0.15325473,0.15325473
-0.5088086,-4.231299,0,0,3.5422482,11.1780615,0.92742884,0.0725711,0.11947067,0.11947067
-0.9070742,-4.231224,0,0,3.5554533,11.177973,0.8943694,0.10563059,0.15833794,0.15833795
-1.2195077,-4.231374,0,0,3.6284218,11.17815,0.87237895,0.12762108,0.1814548,0.1814548
-0.8642881,-4.231374,0,0,3.6403818,11.17815,0.8882749,0.11172508,0.17933857,0.17933857
-0.90989876,-4.231374,0,0,3.657291,11.17815,0.8889373,0.11106271,0.1828416,0.18284158
-0.44020367,-4.230672,0,0,3.4303145,11.1773205,0.93317705,0.06682292,0.109779164,0.109779164
-1.033186,-4.231374,0,0,3.6447148,11.17815,0.89398515,0.106014825,0.15762757,0.15762757
-1.8222003,-4.231374,0,0,3.4591284,11.17815,0.8254518,0.17454818,0.19450057,0.19450057
-0.9528103,-4.231374,0,0,3.5972252,11.17815,0.89551264,0.10448743,0.17022398,0.17022398
-1.9576082,-4.231374,0,0,3.5267239,11.17815,0.8128746,0.18712541,0.21273364,0.21273364
-1.2653594,-4.231374,0,0,3.681634,11.17815,0.87523985,0.12476009,0.19717486,0.19717486
-2.772087,-4.231374,0,0,3.3032408,11.17815,0.694975,0.30502498,0.28637832,0.2863783
-1.1479707,-4.231374,0,0,3.663919,11.17815,0.8894956,0.110504486,0.16392505,0.16392505
-0.93850374,-4.231374,0,0,3.694148,11.17815,0.8981458,0.10185423,0.1540375,0.1540375
-1.4155941,-4.2307377,0,0,3.4969645,11.177399,0.86606014,0.13393992,0.18441184,0.18441185
-0.8056183,-4.231374,0,0,3.65021,11.17815,0.8912603,0.10873967,0.18940558,0.18940558
-0.6022482,-4.231374,0,0,3.6612697,11.17815,0.9098315,0.090168536,0.14819975,0.14819975
-0.8567693,-4.2312803,0,0,3.57932,11.17804,0.8983608,0.10163924,0.16156188,0.16156188
-0.80478024,-4.231374,0,0,3.6062288,11.17815,0.8878253,0.112174645,0.15473284,0.15473284
-1.0511553,-4.231374,0,0,3.6503925,11.17815,0.87351817,0.12648171,0.18610273,0.18610273
-5.21809,-1.7778376,1,1,8.665676,6.6849437,0.10871905,0.89128095,0.1865681,0.1865681
-4.909046,-1.7778376,1,1,9.023198,6.6849437,0.13019949,0.86980045,0.20746246,0.20746246
-3.9841588,-1.7778376,1,1,8.828091,6.6849437,0.21709244,0.7829075,0.26462817,0.26462817
-4.56709,-1.7778376,1,1,8.933777,6.6849437,0.16569439,0.8343056,0.22396481,0.22396481
-4.4757595,-1.7778376,1,1,8.771284,6.6849437,0.16051795,0.83948207,0.23124865,0.23124866
-4.967333,-1.7778376,1,1,8.5198555,6.6849437,0.11873107,0.88126904,0.17657915,0.17657915
-5.8887196,-1.7778376,1,1,8.366911,6.6849437,0.068789914,0.93121004,0.14090745,0.14090745
-4.596147,-1.7778376,1,1,8.781967,6.6849437,0.17845581,0.8215441,0.2297682,0.2297682
-5.9821396,-1.7778376,1,1,7.764692,6.6849437,0.04798055,0.95201945,0.10230722,0.10230722
-4.545716,-1.7778376,1,1,8.932497,6.6849437,0.15008017,0.8499199,0.21418948,0.21418947
-5.7026906,-1.7778376,1,1,7.7459908,6.6849437,0.06346971,0.93653023,0.114465006,0.114465006
-5.0307293,-1.7778376,1,1,8.995258,6.6849437,0.11527097,0.8847291,0.17991446,0.17991446
-5.4172306,-1.7778376,1,1,8.171825,6.6849437,0.098844975,0.90115505,0.16155216,0.16155216
-5.3965883,-1.7778376,1,1,8.594351,6.6849437,0.10662055,0.89337945,0.1724195,0.17241952
-4.615079,-1.7778376,1,1,8.677059,6.6849437,0.16179739,0.83820254,0.21415544,0.21415544
-4.521851,-1.7778376,1,1,8.796902,6.6849437,0.18653561,0.81346446,0.23573296,0.23573296
-5.707474,-1.7778376,1,1,7.9421525,6.6849437,0.06737886,0.9326211,0.11504358,0.11504358
-4.943036,-1.7778376,1,1,9.084462,6.6849437,0.12248236,0.87751764,0.19341521,0.19341521
-4.674132,-1.7778376,1,1,8.830818,6.6849437,0.14849176,0.85150826,0.22151838,0.22151838
-5.717893,-1.7778376,1,1,8.677783,6.6849437,0.0899873,0.9100126,0.1522125,0.15221252
-4.5975623,-1.7778376,1,1,8.710396,6.6849437,0.14307936,0.8569207,0.20010811,0.20010811
