mean_pred_class0,mean_pred_class1,y,y_pred,var_pred_class0,var_pred_class1,pred_prob_class0,pred_prob_class1,pred_prob_std_class0,pred_prob_std_class1
-4.982172,-0.84281206,1,1,8.897604,2.4301243,0.06576124,0.93423873,0.120691665,0.120691665
-4.5800714,-0.9081507,1,1,9.209708,2.503251,0.080441535,0.91955847,0.14966872,0.14966872
-4.801051,-0.85490584,1,1,8.923965,2.442161,0.06639374,0.9336063,0.124644406,0.124644406
-4.9671617,-0.7304435,1,1,9.101733,2.4750056,0.054869764,0.94513017,0.09001403,0.09001403
-4.1059847,-1.1730366,1,1,8.996079,2.466208,0.12601583,0.87398416,0.16029863,0.16029863
-4.9871645,-0.7924614,1,1,8.968635,2.4424777,0.06580596,0.93419397,0.119596384,0.119596384
-5.226784,-0.64318156,1,1,8.838152,2.4179611,0.036101047,0.963899,0.06895739,0.06895739
-4.692417,-0.8374133,1,1,9.064163,2.469458,0.0712429,0.92875713,0.116608456,0.116608456
-5.405898,-0.7086444,1,1,7.9370065,2.177257,0.021282883,0.9787171,0.034149203,0.034149203
-4.431224,-0.97555137,1,1,9.21305,2.505005,0.082730964,0.917269,0.12675297,0.12675297
-5.8303685,-0.43359113,1,1,8.398427,2.2559428,0.01425696,0.985743,0.034716602,0.034716602
-4.6910477,-0.8488872,1,1,9.193646,2.4980936,0.07682891,0.923171,0.14671007,0.14671007
-5.5598764,-0.5349941,1,1,8.739141,2.388404,0.02729244,0.9727076,0.066299856,0.066299856
-5.74843,-0.4477036,1,1,8.8139515,2.410297,0.022132238,0.9778677,0.040192142,0.040192146
-4.6990123,-0.8893213,1,1,9.0520315,2.4686222,0.08145307,0.91854686,0.14978845,0.14978845
-4.8641787,-0.79175067,1,1,9.12241,2.4822407,0.06443296,0.9355671,0.12367571,0.12367571
-5.6714425,-0.50307035,1,1,8.699662,2.3723426,0.024042385,0.97595763,0.05748062,0.057480615
-4.9152274,-0.7656727,1,1,9.137566,2.4830647,0.0626435,0.9373565,0.11735949,0.11735949
-4.452138,-0.98121214,1,1,9.145652,2.4887342,0.09862196,0.90137804,0.15499738,0.15499738
-5.4644904,-0.5352378,1,1,9.069584,2.4656863,0.034271087,0.9657289,0.071620084,0.071620084
-4.7516212,-0.8327904,1,1,9.148052,2.488751,0.07244617,0.9275539,0.12662832,0.12662832
-4.6413617,-0.9020555,1,1,8.945143,2.4477181,0.07342965,0.9265704,0.12045868,0.12045868
-5.1230516,-0.6829226,1,1,9.090658,2.466711,0.041050546,0.95894945,0.08861331,0.08861331
-5.653244,-0.55653715,1,1,8.332483,2.2816691,0.019625215,0.98037475,0.035728686,0.035728686
-4.8980846,-0.7676027,1,1,9.14094,2.4795575,0.06526749,0.9347325,0.12164691,0.12164691
-5.4939976,-0.65537477,1,1,7.784034,2.1052184,0.019526197,0.9804739,0.031717725,0.03171772
-5.5232396,-0.5031061,1,1,8.846079,2.418809,0.022904063,0.97709596,0.046945572,0.046945572
-4.6025085,-0.87441516,1,1,9.216996,2.5054913,0.08465456,0.9153455,0.14286408,0.14286408
-4.3647914,-1.0454867,1,1,9.185044,2.497036,0.100979894,0.8990202,0.16716272,0.16716272
-5.1162434,-0.6841774,1,1,8.744687,2.3933296,0.04013687,0.9598631,0.07982003,0.07982003
-4.4690924,-0.9536538,1,1,9.2021,2.501299,0.10848891,0.8915111,0.17110966,0.17110966
-4.958181,-0.80603766,1,1,8.973323,2.4474263,0.058273617,0.9417263,0.101253934,0.101253934
-4.6644764,-0.8798988,1,1,9.023137,2.461566,0.080232725,0.91976726,0.13184208,0.13184208
-4.194144,-1.0980687,1,1,9.108221,2.485651,0.14358707,0.8564129,0.2130349,0.2130349
-4.4134016,-0.9905565,1,1,9.218092,2.5066328,0.101015836,0.8989842,0.1786596,0.1786596
-4.7183385,-0.84369206,1,1,9.1598015,2.4897761,0.080068745,0.91993123,0.1330128,0.1330128
-4.862621,-0.78193617,1,1,9.176102,2.491856,0.06378247,0.93621755,0.11891032,0.11891032
-5.6160703,-0.5373051,1,1,8.2609825,2.2705064,0.021369765,0.97863024,0.041514654,0.04151465
-4.7657876,-0.84957814,1,1,9.08299,2.4717975,0.060427982,0.93957204,0.09790636,0.09790636
-5.331668,-0.6442056,1,1,8.795128,2.4095087,0.03933938,0.96066064,0.08318236,0.083182365
-4.635339,-0.9016509,1,1,9.179826,2.4953794,0.092804894,0.9071951,0.16762938,0.16762938
-4.64925,-0.86489344,1,1,9.170113,2.4922848,0.076435,0.92356503,0.13438053,0.13438053
-5.2202187,-0.6118746,1,1,9.100654,2.466967,0.04053987,0.9594601,0.08039479,0.08039479
-5.204364,-0.6895604,1,1,8.577194,2.360721,0.036570173,0.9634298,0.07445647,0.07445647
-5.6083736,-0.6142254,1,1,8.361456,2.2475924,0.022634607,0.9773654,0.04344033,0.04344033
